winner,cluster,mod,lobby,r_1,r_2,r_3,r_4,r_5,d_1,d_2,d_3,d_4,d_5
-1,152,2,2,19,32,54,73,93,1,9,17,25,63
1,156,2,2,4,8,34,44,104,7,15,23,35,86
-1,224,2,2,17,58,65,86,94,21,42,44,71,84
1,231,2,3,8,9,15,70,74,2,14,52,94,104
-1,151,2,2,2,21,36,40,41,6,9,18,64,84
1,144,9,2,18,44,93,94,104,8,11,15,25,102
-1,151,9,2,22,36,62,73,103,5,48,59,70,71
-1,155,2,2,30,53,67,88,93,8,14,44,98,112
1,137,2,2,16,26,28,73,104,32,36,54,93,99
-1,151,2,2,11,18,28,94,104,32,35,44,59,74
1,224,8,3,6,9,29,34,85,8,28,32,35,41
-1,223,2,2,2,6,9,20,85,59,60,68,70,73
1,112,2,2,8,14,67,69,76,2,30,41,98,104
1,154,2,3,14,19,41,79,98,7,9,10,36,65
-1,223,2,2,1,11,14,28,110,8,9,17,27,41
1,224,2,2,7,14,25,35,104,2,31,41,44,74
1,225,2,2,35,44,62,73,89,1,7,12,14,68
1,154,2,3,2,21,23,73,86,7,9,10,11,111
-1,154,2,3,6,57,82,104,113,1,18,27,74,101
1,231,2,2,8,15,62,71,77,34,40,44,75,102
-1,151,2,2,7,44,74,99,110,14,18,41,42,82
1,232,2,2,1,9,14,39,54,18,21,32,41,79
1,153,2,2,8,14,16,82,94,7,34,41,54,98
-1,132,2,3,8,9,13,21,23,16,33,37,48,70
1,154,2,2,4,9,18,47,99,11,21,22,42,70
-1,155,2,2,26,41,44,59,73,14,17,25,48,104
-1,156,2,2,25,32,33,71,74,4,6,22,35,111
-1,225,1,2,33,58,73,93,111,2,30,31,51,99
1,156,9,2,12,18,48,54,95,56,57,75,89,99
-1,154,2,2,10,32,41,58,79,6,8,16,44,66
1,151,2,2,12,34,74,86,99,1,16,44,89,98
-1,151,2,2,11,13,41,74,104,7,32,35,44,59
-1,152,9,2,17,37,41,61,104,9,20,99,106,109
-1,153,2,2,13,35,67,74,95,8,14,27,41,73
-1,227,1,2,7,8,41,44,101,6,37,54,83,109
-1,185,2,2,16,42,45,54,62,30,33,74,104,106
-1,227,2,2,12,21,44,54,87,7,8,32,68,98
-1,204,2,3,43,50,55,67,101,9,21,84,98,104
-1,156,9,2,16,18,39,62,100,6,41,42,63,67
1,225,2,2,26,35,93,95,104,1,9,53,71,73
1,204,2,3,1,4,14,30,74,33,47,54,93,100
-1,251,2,2,8,15,35,44,62,4,5,71,98,104
-1,155,2,3,1,7,18,74,112,8,59,63,86,98
1,223,2,3,21,32,54,71,105,5,7,10,93,94
1,227,2,3,17,32,36,44,96,8,21,40,65,84
1,153,2,3,30,32,50,74,98,9,22,28,86,93
-1,155,2,2,27,44,74,86,104,4,18,30,97,102
-1,154,9,2,9,62,67,90,95,29,47,71,74,99
1,227,2,2,8,14,22,35,81,6,9,11,21,104
-1,155,2,2,12,14,18,32,74,2,11,48,96,102
1,224,2,2,8,14,97,102,103,6,20,95,99,101
-1,232,4,2,23,44,64,81,105,10,21,53,73,112
-1,183,2,3,17,38,57,79,104,8,36,42,71,88
-1,171,2,3,2,4,48,54,89,30,46,53,95,99
1,223,2,2,7,9,25,70,93,8,41,59,68,98
1,155,2,2,9,12,14,32,51,16,62,86,104,113
-1,154,2,2,1,8,44,70,104,4,6,35,54,95
1,154,2,2,8,23,41,63,71,5,46,74,87,104
1,153,2,3,9,19,32,52,83,2,44,74,90,93
-1,154,2,3,6,14,18,46,95,9,21,30,42,93
-1,153,2,2,20,32,44,53,67,6,9,14,83,99
1,227,2,2,32,44,54,98,101,19,27,52,88,93
1,227,8,3,14,21,32,105,106,25,28,56,82,88
-1,144,2,2,8,19,56,94,97,9,18,37,51,103
1,185,2,2,14,36,48,58,60,19,33,39,76,99
1,227,8,2,10,16,23,47,106,9,41,44,65,104
-1,151,2,3,4,22,35,70,93,8,48,59,94,104
1,192,9,2,31,59,80,88,96,6,11,18,46,111
-1,156,2,3,35,42,73,99,104,11,14,18,26,36
-1,155,2,2,7,14,41,106,107,9,21,34,54,98
1,151,9,2,10,31,84,93,99,18,43,55,86,95
1,183,2,2,6,36,57,99,104,10,27,34,66,70
1,151,9,2,6,18,20,25,33,36,56,62,70,89
-1,153,2,2,6,7,17,26,104,2,9,27,33,101
1,151,2,2,14,30,70,99,105,6,65,89,97,104
-1,156,2,2,1,18,26,41,93,10,22,32,38,39
1,224,2,2,17,18,57,93,98,19,43,54,91,104
1,153,2,3,21,42,44,74,93,14,17,32,67,99
-1,232,8,2,9,14,19,50,93,6,8,41,55,88
-1,154,8,3,8,40,53,71,73,2,18,26,59,63
1,152,2,2,2,9,36,70,101,8,12,14,20,68
1,225,2,2,8,40,63,75,82,18,41,47,56,112
-1,154,2,2,9,11,14,30,49,21,23,55,67,87
1,223,2,2,1,57,59,71,102,26,30,42,74,99
1,231,8,2,25,36,42,62,73,2,9,17,35,79
-1,153,2,2,2,14,35,46,53,12,44,74,86,93
-1,156,2,3,8,15,18,21,91,9,36,44,74,85
1,153,2,2,7,8,9,45,70,26,41,47,73,74
-1,155,2,3,5,17,21,42,99,1,14,48,84,100
-1,154,2,2,1,2,11,28,50,8,17,18,35,44
-1,122,2,2,21,34,71,86,93,1,2,13,14,26
-1,156,2,3,4,6,44,57,59,5,28,32,42,49
-1,187,2,3,8,48,53,74,85,2,20,34,36,93
-1,204,9,2,2,23,31,47,63,18,20,57,62,93
1,231,2,2,6,20,29,44,50,2,39,56,85,93
1,156,2,3,22,32,35,63,93,6,28,62,74,96
-1,227,8,2,6,40,49,84,104,14,35,44,69,71
-1,171,1,2,23,41,54,72,96,4,17,25,35,57
-1,154,9,2,12,34,63,95,103,2,28,62,67,70
-1,112,2,3,34,85,87,97,98,22,39,41,46,84
-1,122,2,3,28,34,64,86,93,9,29,36,50,59
1,241,2,2,2,20,54,74,75,9,45,83,84,99
1,224,8,3,20,23,48,73,98,9,41,67,75,78
-1,145,9,2,21,34,51,53,56,2,30,88,93,106
1,227,2,3,9,18,36,40,97,1,14,21,82,93
1,204,2,2,26,41,68,71,74,9,35,50,59,91
1,185,9,2,4,53,55,69,95,3,35,37,93,97
1,227,8,3,2,6,9,20,47,8,23,26,27,38
1,152,2,3,26,32,57,59,106,14,34,41,47,107
-1,112,2,2,8,9,11,33,48,35,39,79,81,112
1,144,2,3,5,9,44,57,64,14,20,28,76,100
-1,156,2,2,12,18,59,104,109,2,4,35,44,62
1,156,2,2,11,41,74,86,104,2,18,39,44,62
1,225,8,3,6,26,41,42,73,4,35,70,100,112
-1,152,2,3,17,35,44,53,93,1,2,9,20,32
-1,223,2,2,26,51,62,74,93,6,14,17,41,42
1,225,8,2,10,18,32,93,112,17,21,28,90,104
1,152,8,2,30,44,60,63,95,12,21,41,87,97
1,224,2,2,2,67,88,103,104,14,18,59,74,75
-1,171,8,3,3,26,36,48,74,2,8,9,79,98
-1,152,2,2,18,44,59,75,97,9,57,94,95,104
1,145,2,2,26,34,44,75,93,4,23,59,62,99
-1,184,9,2,44,74,94,95,105,5,41,42,64,93
-1,112,2,2,2,44,59,63,104,18,70,84,98,102
1,154,2,3,9,70,71,84,113,6,7,17,90,98
-1,192,9,2,4,22,26,46,113,43,49,59,78,104
-1,156,9,2,18,29,32,56,93,23,38,45,83,98
1,232,2,3,9,31,55,94,98,6,26,32,57,100
1,155,2,2,22,26,32,44,112,35,59,103,104,106
1,155,2,2,7,22,65,78,104,10,14,32,70,93
1,225,2,2,1,26,37,72,86,10,14,22,42,59
1,152,2,2,2,18,19,63,91,9,31,41,43,74
1,227,2,2,5,9,19,26,44,2,8,31,42,75
-1,185,2,2,5,14,34,41,51,23,35,44,69,102
-1,153,2,3,2,22,32,91,109,1,21,36,104,112
-1,155,2,3,14,42,84,98,100,21,26,32,43,104
1,223,2,3,6,9,32,75,88,21,54,87,96,103
-1,155,2,3,9,38,42,59,106,1,19,70,94,104
1,153,2,3,2,9,21,30,81,11,14,41,50,58
1,153,2,3,2,9,17,36,44,1,14,38,46,51
-1,138,2,2,26,52,62,104,110,9,14,33,42,45
-1,232,2,2,8,14,17,71,86,7,9,35,74,98
-1,156,2,3,44,65,79,91,97,1,6,9,32,104
1,152,2,2,6,9,44,56,70,8,41,42,59,64
1,111,2,2,32,73,74,86,104,1,9,37,47,71
-1,182,2,3,5,34,41,48,50,6,21,23,98,104
-1,185,2,2,25,50,70,74,101,9,10,13,38,57
-1,223,2,2,8,13,30,68,76,16,32,54,93,104
-1,156,2,3,25,28,32,41,107,2,29,36,62,65
-1,153,2,3,5,50,55,93,113,25,32,41,70,103
1,224,8,2,11,23,65,83,106,16,43,68,98,99
-1,225,2,2,8,9,11,12,29,2,35,65,68,73
-1,183,2,3,17,19,20,44,92,3,22,55,93,101
-1,154,9,2,18,56,69,86,98,7,12,40,62,67
-1,137,9,2,29,71,99,104,107,11,17,23,70,83
-1,153,2,3,2,6,14,50,98,22,36,38,70,74
1,152,2,3,2,6,9,84,104,21,33,93,98,110
-1,181,9,2,67,75,89,91,94,4,31,33,47,57
-1,144,2,3,6,9,44,81,105,1,5,19,32,42
-1,151,2,3,23,35,36,71,97,2,8,14,34,67
-1,153,2,3,21,23,58,79,81,2,32,43,44,75
-1,112,8,2,17,54,84,102,104,5,43,73,95,98
1,231,2,2,2,5,12,88,98,17,53,56,62,104
1,155,2,2,2,17,30,33,41,12,15,32,104,106
-1,151,2,3,18,54,74,80,98,6,8,14,70,99
1,151,2,3,10,26,34,74,94,14,20,46,53,59
-1,154,2,2,1,5,22,49,105,8,9,82,104,111
-1,204,9,2,7,9,31,71,98,14,20,42,95,102
1,151,2,2,12,14,44,56,83,18,28,34,35,104
1,154,2,2,16,34,65,87,93,11,20,51,71,109
1,154,2,3,2,8,67,86,94,14,33,44,88,104
1,231,8,3,8,14,28,34,87,6,36,39,98,103
-1,156,2,3,10,17,18,26,70,2,7,9,57,94
1,155,2,3,11,18,19,86,104,5,23,28,35,65
1,231,8,3,2,4,18,43,84,19,30,32,36,93
1,232,6,2,28,44,51,57,104,74,79,90,105,111
-1,154,2,3,29,41,45,87,99,18,34,57,86,97
1,227,8,2,9,14,54,73,90,28,71,88,98,104
1,224,8,3,17,18,23,63,105,14,42,73,98,106
-1,145,2,2,17,20,44,75,104,10,32,34,35,105
-1,153,2,2,35,36,44,50,73,5,9,15,18,56
1,156,9,2,1,8,14,44,84,6,12,21,41,73
1,135,9,2,18,22,63,83,85,34,49,57,61,89
-1,132,2,3,15,36,46,54,62,18,55,74,104,111
-1,232,2,2,1,21,63,84,88,9,17,32,87,89
1,224,8,3,9,34,35,36,42,2,45,59,84,98
1,154,2,3,9,21,27,59,60,4,6,7,13,15
1,155,2,3,1,9,14,22,104,5,12,34,43,71
1,138,2,3,34,44,79,104,106,21,25,52,54,84
-1,152,2,2,14,32,76,93,101,8,18,19,20,109
1,156,2,3,20,22,59,85,104,5,28,34,93,98
-1,153,2,3,30,44,57,75,93,4,22,48,50,55
-1,224,2,3,11,14,57,94,104,9,18,74,87,88
1,224,2,2,33,35,42,59,62,11,12,71,75,93
1,152,9,2,7,41,44,62,98,32,48,65,72,93
-1,171,2,2,13,21,53,90,93,14,20,25,28,109
-1,151,2,2,11,12,14,16,54,6,7,8,44,70
1,191,2,3,1,9,20,80,93,31,73,74,95,106
1,225,8,3,9,16,17,50,67,2,14,26,44,93
1,154,2,2,35,52,66,95,112,8,14,19,62,78
1,144,2,2,9,28,64,79,84,13,26,34,54,93
1,156,2,2,12,33,43,78,84,8,11,23,86,104
-1,153,2,2,14,31,41,44,62,5,18,32,57,74
1,227,8,3,25,87,88,93,98,2,9,10,41,91
1,152,2,3,5,41,44,87,93,6,18,25,36,75
-1,156,2,3,8,35,44,90,96,4,5,32,42,48
-1,152,2,3,9,26,27,34,93,7,21,40,41,104
-1,155,2,3,9,23,42,68,104,8,16,18,66,73
-1,181,2,2,1,6,14,76,101,9,16,19,22,44
1,153,2,2,13,29,62,90,95,18,28,39,69,101
-1,186,2,2,9,14,22,28,44,18,56,66,68,102
1,155,9,2,6,25,28,35,98,11,29,65,86,106
1,156,2,3,2,6,35,74,102,14,44,61,93,104
1,151,2,3,7,9,39,93,104,6,11,18,62,63
1,155,2,3,17,26,62,81,93,14,51,74,82,90
1,154,2,2,15,44,76,89,104,9,54,73,84,98
-1,161,2,3,26,28,35,49,87,39,42,48,53,62
1,152,2,2,2,9,10,23,88,41,56,58,74,86
-1,152,9,2,14,74,81,93,112,18,19,31,43,104
1,152,2,3,5,42,44,72,94,9,12,14,26,104
-1,151,2,2,18,25,26,47,57,4,6,8,35,104
-1,153,9,2,6,12,25,51,102,54,59,72,76,84
1,224,8,3,28,68,96,100,104,15,18,44,74,87
1,227,8,2,14,35,84,96,104,17,33,41,94,112
-1,185,1,2,61,68,83,101,104,39,50,59,94,96
-1,225,2,2,8,14,38,47,84,9,88,94,98,103
-1,151,2,3,6,16,20,59,74,18,21,50,64,78
1,224,2,2,28,32,44,68,93,6,59,69,74,98
-1,153,2,3,2,26,36,44,54,4,8,9,85,87
1,153,2,2,4,18,26,100,106,30,44,60,74,98
-1,133,9,2,2,4,9,22,88,23,25,62,75,93
-1,151,2,3,8,9,10,19,29,16,67,73,75,99
1,155,2,2,14,25,51,104,106,5,42,73,86,100
-1,232,8,2,2,22,35,87,88,6,9,16,40,53
-1,227,2,2,14,26,29,62,94,19,67,84,85,86
1,156,2,2,5,9,94,99,104,1,14,29,44,45
1,122,2,2,30,32,51,55,106,44,68,80,87,98
-1,184,4,2,50,54,55,87,88,2,8,18,33,59
-1,182,9,2,5,21,26,86,94,42,44,62,104,106
-1,181,2,2,4,56,70,71,98,6,22,35,44,79
-1,154,2,3,8,44,97,101,104,10,11,22,57,70
1,122,2,3,14,34,54,79,96,6,8,9,16,68
1,156,2,3,9,20,41,48,86,8,10,54,65,110
1,231,8,3,12,32,68,84,94,8,22,56,74,85
-1,225,2,2,12,50,53,56,104,2,19,87,89,103
1,224,8,3,5,8,11,79,94,6,9,20,21,71
1,154,2,2,5,53,54,67,102,2,21,59,74,98
1,151,2,3,7,8,57,76,93,25,32,74,95,98
-1,204,2,3,3,9,11,98,103,8,17,29,36,57
1,182,2,2,14,20,72,74,93,6,47,69,70,100
1,154,2,2,21,26,84,93,96,4,35,71,74,104
-1,225,8,2,10,15,18,21,60,6,20,28,63,85
-1,224,2,2,14,17,25,41,100,9,27,32,65,67
1,151,2,2,6,9,31,41,99,11,32,42,44,100
1,227,2,3,8,9,14,79,93,6,25,28,56,104
1,231,2,2,6,9,16,32,73,35,49,56,97,100
1,231,2,2,2,6,9,33,94,7,8,21,68,93
-1,186,2,2,25,41,44,64,68,6,14,32,70,90
1,124,2,3,28,35,49,74,87,2,9,17,39,104
-1,182,9,2,8,15,47,49,68,3,23,46,52,67
-1,154,2,3,14,16,28,42,59,8,35,62,74,86
-1,186,9,2,20,33,78,93,97,4,23,30,60,95
-1,187,9,2,23,70,77,100,105,9,14,28,41,63
-1,224,2,2,17,25,42,69,87,21,28,40,57,73
1,186,2,3,23,45,74,76,93,2,35,85,100,101
1,182,2,2,10,17,34,51,99,4,11,35,69,111
1,121,2,2,9,76,87,98,104,1,2,21,81,109
-1,155,2,3,2,8,9,36,79,10,22,28,81,90
-1,187,2,3,8,14,44,71,85,40,56,81,98,103
-1,153,2,2,18,21,36,39,44,9,14,22,98,104
1,153,2,3,9,10,28,33,36,5,22,70,93,98
1,151,2,3,12,23,41,73,84,32,42,44,59,96
-1,134,2,3,9,56,71,84,90,8,13,14,16,75
1,223,8,2,14,32,57,70,109,18,23,36,68,73
-1,227,2,2,1,2,14,20,38,9,10,51,56,93
-1,156,9,2,5,12,21,84,100,9,23,81,93,103
1,151,2,3,7,23,40,74,106,8,12,32,87,98
-1,124,2,3,2,5,14,48,71,9,42,57,59,104
-1,151,2,2,35,43,68,69,70,8,32,34,44,100
1,224,2,3,2,14,44,74,75,13,22,28,35,84
-1,153,2,2,1,8,12,56,98,7,14,19,44,65
-1,134,2,2,6,14,31,34,54,4,7,59,69,95
-1,153,2,3,6,7,82,104,106,42,85,93,98,112
1,152,2,3,7,8,10,36,42,9,30,54,63,67
-1,152,2,3,9,32,51,73,93,13,14,44,62,104
1,183,2,2,5,21,44,74,93,32,60,82,104,107
-1,152,2,2,44,50,67,74,98,2,20,29,33,73
1,155,2,2,14,28,30,47,70,6,9,16,46,95
-1,137,2,2,10,33,41,72,85,8,26,74,97,113
1,151,2,2,1,16,41,44,74,6,11,18,20,104
-1,153,1,2,25,43,76,88,99,12,31,51,64,87
1,154,2,2,18,44,93,98,105,6,13,14,94,101
-1,227,2,2,9,10,71,93,110,22,28,35,41,64
1,156,2,2,9,43,64,69,84,10,13,19,86,101
1,155,2,2,3,12,44,71,84,5,34,41,93,104
-1,231,2,2,6,8,11,17,103,2,42,49,67,113
-1,224,8,2,17,35,40,54,99,5,18,33,38,47
-1,111,2,3,9,16,17,45,74,25,34,41,49,88
-1,152,2,2,32,35,44,63,94,6,14,19,26,95
-1,156,2,3,2,8,27,73,84,19,67,68,79,97
1,154,9,2,4,6,19,60,109,14,49,54,57,104
-1,187,2,2,14,44,68,98,104,32,76,81,93,95
-1,152,9,2,5,74,89,97,110,17,18,54,99,109
1,224,9,2,1,25,73,98,102,2,9,17,26,93
-1,156,2,2,8,11,18,32,47,1,62,67,71,78
1,185,2,2,14,44,75,102,104,2,30,41,56,93
-1,232,2,2,25,43,74,104,109,1,12,29,33,69
1,151,2,3,18,29,30,48,74,9,10,16,44,111
-1,188,2,2,2,16,36,42,74,17,27,73,90,104
-1,155,2,3,9,18,34,88,105,26,56,74,98,109
-1,151,2,3,6,21,54,78,111,23,44,68,93,104
1,227,2,3,14,26,57,67,72,51,56,63,74,93
1,153,2,3,14,18,21,71,84,35,36,93,98,106
1,223,8,3,18,26,44,62,69,1,8,30,34,50
-1,227,2,3,9,26,67,93,106,1,14,46,85,86
1,227,2,2,2,4,46,71,89,6,8,9,17,21
-1,223,8,2,15,27,48,76,104,9,30,41,74,102
-1,133,9,2,28,39,41,76,99,15,30,43,57,62
-1,227,2,3,7,37,44,54,84,9,10,14,93,102
1,151,2,3,5,21,54,73,98,2,8,9,59,68
1,232,2,3,6,11,29,93,112,9,28,44,54,56
-1,144,2,2,2,12,18,30,56,13,44,63,88,96
-1,224,8,3,57,74,84,93,98,9,11,29,62,111
1,144,9,2,27,28,56,99,106,23,31,46,47,70
-1,224,8,3,14,28,63,73,88,2,34,36,62,70
-1,154,2,2,1,7,8,34,35,2,5,12,44,86
-1,154,2,3,21,28,61,73,112,10,16,43,44,68
1,155,2,2,7,14,18,101,111,6,44,48,61,89
1,184,2,2,23,32,73,74,84,1,2,47,76,86
1,223,2,3,11,20,28,70,99,7,29,46,47,93
-1,154,2,3,7,9,18,21,73,8,16,22,44,93
-1,156,2,3,10,57,84,94,104,4,9,12,93,110
1,224,8,2,29,53,61,74,77,2,27,52,73,96
-1,224,2,2,18,21,27,28,70,9,14,73,78,84
1,152,2,3,23,35,43,44,104,6,8,18,22,67
1,232,2,3,2,10,16,56,68,12,21,36,74,93
-1,232,2,2,10,13,62,68,104,14,16,40,73,98
1,153,2,2,21,54,71,89,93,2,7,9,14,74
-1,151,2,3,16,59,70,74,79,13,18,29,55,104
1,153,2,2,22,44,45,64,102,1,6,47,54,58
-1,171,2,2,18,30,70,83,109,9,21,41,93,94
1,154,2,3,21,48,73,103,104,1,2,6,39,90
1,156,9,2,4,6,44,46,64,9,15,39,81,94
-1,232,2,2,26,35,55,67,95,4,62,70,81,93
1,151,2,2,3,8,11,38,54,21,39,48,59,73
-1,123,2,3,6,9,17,36,104,10,41,74,79,87
1,204,2,2,34,37,47,59,74,7,14,28,56,73
-1,187,9,2,16,35,41,54,99,12,28,32,62,67
1,154,2,3,9,32,36,54,63,2,4,6,39,62
-1,152,9,2,8,11,70,77,93,5,18,41,48,109
1,124,2,3,15,28,90,93,98,1,2,54,59,62
1,123,2,2,8,25,78,90,104,39,44,53,98,106
-1,231,8,3,15,17,36,40,67,8,21,22,75,99
-1,192,6,3,41,49,63,64,68,2,5,34,42,57
1,151,6,3,5,9,10,29,95,2,11,36,44,88
1,154,2,3,5,47,70,74,84,10,29,35,54,98
-1,132,2,2,1,48,74,98,104,17,41,62,75,81
-1,224,2,3,6,31,40,94,104,18,29,42,43,47
-1,154,9,2,22,62,72,76,97,19,26,32,35,54
1,155,2,3,2,26,60,69,73,1,9,18,54,86
1,154,2,3,6,9,14,32,97,8,16,17,27,33
-1,156,2,2,11,28,41,62,99,27,46,51,104,110
1,152,9,2,21,43,57,59,63,12,32,41,54,72
1,191,2,3,7,43,57,67,104,8,16,50,63,70
-1,155,2,2,44,59,74,93,98,9,18,35,75,76
-1,155,9,2,44,51,52,81,91,4,6,29,30,88
-1,145,2,3,14,21,35,51,109,8,53,71,103,104
1,123,2,2,7,31,59,65,91,9,14,19,51,57
1,152,2,2,16,17,88,93,96,74,89,95,98,104
1,223,2,3,7,8,10,30,54,4,9,14,93,104
-1,231,2,2,4,49,75,88,94,9,21,39,85,93
1,154,2,2,42,44,85,89,104,1,13,16,59,109
1,224,2,3,6,7,17,40,90,9,41,47,87,98
1,154,2,2,25,32,35,44,104,4,14,50,59,62
-1,156,2,3,6,9,21,36,41,14,59,73,98,111
-1,145,2,2,14,18,35,44,101,2,8,12,34,104
1,227,8,2,9,59,62,93,96,10,12,20,60,111
-1,152,2,2,7,21,33,34,97,9,22,44,54,68
-1,227,2,2,26,41,88,97,103,6,7,42,75,94
1,154,2,3,6,28,35,54,75,11,32,38,93,103
1,152,2,2,9,35,50,100,106,4,42,44,98,104
-1,134,2,3,14,22,59,84,94,28,37,44,60,88
1,225,2,3,14,29,57,67,104,8,17,35,41,111
-1,154,2,2,2,8,41,44,98,12,14,32,64,93
1,135,2,3,34,63,68,94,104,4,9,79,93,97
1,225,9,2,41,47,56,97,103,67,68,71,93,106
1,184,2,2,5,32,41,57,73,11,42,56,92,98
1,224,2,3,8,9,16,27,32,10,64,88,98,100
1,121,2,3,1,73,86,98,111,10,13,26,43,60
1,227,2,2,6,7,16,43,50,9,23,44,93,99
-1,227,8,2,7,9,12,84,93,8,14,23,76,96
1,185,2,2,9,11,18,27,54,16,30,44,69,94
1,155,2,2,4,11,16,59,106,2,17,18,70,74
1,156,2,3,1,31,47,50,99,2,8,57,59,72
1,156,2,2,11,44,70,81,98,26,59,60,73,93
1,151,2,3,6,9,34,54,55,7,23,62,74,94
-1,182,2,3,32,44,53,59,105,8,14,16,27,70
1,151,2,3,22,26,74,93,104,5,10,13,18,32
1,227,8,3,7,8,46,75,98,6,36,51,84,109
1,123,2,3,16,70,82,87,102,14,41,81,101,109
1,152,2,2,27,32,35,70,99,2,21,63,88,97
1,155,2,3,14,57,86,104,109,8,35,68,75,90
1,156,2,3,26,70,74,93,97,18,48,57,84,95
-1,138,2,2,12,14,20,44,93,8,27,54,94,105
1,138,2,2,2,9,11,93,103,6,21,28,41,74
-1,154,9,2,9,18,35,93,106,48,49,67,87,94
1,188,2,3,9,10,21,44,74,28,45,48,93,104
1,156,2,2,6,7,13,67,70,36,44,55,59,68
1,151,2,3,14,28,36,83,93,9,18,44,67,91
1,152,2,2,4,8,9,31,45,14,20,44,69,79
-1,187,9,2,4,22,39,58,60,3,20,40,44,62
1,225,8,2,3,6,59,62,98,10,17,55,84,111
1,144,9,2,6,11,77,83,99,10,15,19,36,48
1,181,2,3,10,14,55,70,95,2,16,32,73,93
1,187,9,2,14,32,55,63,71,8,16,77,85,93
1,227,2,3,9,29,73,75,93,8,47,62,68,104
-1,224,2,2,15,56,88,93,98,2,3,54,60,74
1,155,2,3,34,35,42,53,54,81,87,92,93,98
-1,153,2,3,8,21,28,35,41,18,34,39,47,86
-1,224,8,3,14,59,67,93,99,2,8,31,54,71
-1,154,2,3,14,40,84,98,104,6,18,20,22,36
1,152,2,2,10,11,28,33,57,18,26,31,35,44
1,156,2,3,6,18,32,67,75,8,14,22,44,45
-1,153,9,2,6,28,44,56,100,4,11,42,60,96
1,154,2,2,9,32,41,44,93,6,22,48,54,104
1,155,2,2,17,19,62,74,98,9,44,63,71,93
-1,154,2,2,9,14,28,74,93,6,41,62,81,99
-1,224,2,3,9,14,70,74,104,23,28,39,42,71
1,181,3,2,13,30,37,46,77,33,45,99,101,110
1,145,2,3,14,38,41,56,74,30,37,39,48,53
-1,156,9,2,1,54,84,111,112,8,29,40,41,46
1,156,2,2,9,65,98,100,106,8,21,49,73,112
1,182,2,3,2,8,9,35,87,7,15,19,73,95
1,122,2,3,6,13,55,62,79,11,23,32,94,111
1,154,2,2,35,41,70,82,101,13,26,49,54,93
1,224,1,2,1,19,23,55,112,15,32,36,92,104
1,225,8,2,2,49,53,75,93,21,32,33,40,94
1,154,2,2,1,14,37,53,105,5,38,74,82,98
1,223,8,2,9,26,29,84,109,5,8,11,23,39
-1,145,2,2,8,12,18,96,106,1,21,26,74,97
1,152,2,2,5,28,48,49,93,9,10,41,94,104
-1,156,2,3,9,11,32,35,104,14,21,50,54,62
-1,224,8,3,1,9,16,17,69,15,25,32,51,84
-1,227,2,2,21,36,77,84,112,9,70,88,99,106
1,137,2,3,6,9,10,26,41,13,20,44,87,98
1,154,2,2,10,74,86,93,104,7,11,44,67,75
-1,227,8,3,14,44,84,93,98,8,34,60,63,85
1,151,2,2,6,9,17,35,53,8,54,97,101,103
1,156,2,3,14,26,27,35,48,3,6,9,17,29
1,132,2,3,44,50,56,61,99,26,52,70,84,93
-1,183,9,2,19,22,39,60,89,5,7,8,77,94
-1,155,2,3,1,9,18,36,62,14,23,32,35,104
-1,261,2,3,16,21,28,50,70,14,32,93,98,104
1,153,2,3,9,14,44,76,95,8,17,26,35,40
-1,171,2,3,9,23,44,63,112,2,8,48,55,79
-1,153,2,3,1,15,21,23,71,7,17,102,103,104
1,153,2,3,8,14,36,98,101,2,4,34,41,68
-1,153,2,2,18,26,44,53,70,28,35,45,48,81
1,227,2,2,8,36,50,59,79,5,9,14,104,106
1,156,2,2,8,18,21,67,102,6,14,35,62,106
1,145,2,2,1,22,28,34,53,2,8,17,32,104
-1,227,2,2,15,49,63,68,70,7,14,44,74,89
-1,224,8,3,10,17,23,27,86,5,8,9,44,99
1,227,2,2,7,17,33,36,54,35,45,74,99,104
-1,155,2,2,6,10,12,62,76,42,46,95,97,98
1,154,2,2,6,35,44,74,88,1,4,8,10,25
-1,227,8,3,21,25,42,59,93,1,20,36,85,110
1,225,2,2,2,6,8,41,56,44,51,84,90,93
1,156,2,3,26,59,73,76,104,1,17,28,35,112
-1,152,2,2,27,42,73,97,103,2,5,35,68,88
1,192,2,2,9,12,22,99,100,25,30,39,43,44
-1,145,2,2,32,63,65,71,73,2,6,12,35,86
1,154,2,2,5,8,14,22,73,4,11,13,42,89
1,123,2,3,4,41,53,67,74,5,18,21,45,104
1,152,2,2,71,74,99,104,109,8,14,18,35,44
-1,131,2,3,2,21,42,98,112,9,16,55,93,101
1,171,9,2,9,15,62,81,106,34,56,67,75,84
1,155,2,2,2,9,14,37,82,17,35,62,67,99
-1,156,2,2,2,19,20,32,42,6,9,18,44,77
1,227,2,2,9,22,37,55,93,54,68,74,103,104
-1,154,2,3,41,44,68,88,94,23,34,54,71,91
1,153,2,3,7,11,35,47,63,9,53,61,72,93
1,134,2,3,6,18,30,35,85,8,14,62,72,106
-1,145,2,3,34,41,57,93,110,9,14,54,67,88
1,188,9,2,17,35,59,60,109,8,34,43,48,70
-1,192,2,3,10,27,39,53,98,8,9,11,93,107
-1,156,2,3,4,18,32,44,63,17,35,41,71,109
1,154,2,3,9,29,34,73,93,4,18,21,90,97
1,231,1,2,22,58,72,85,87,20,23,27,42,64
